Timestamp,Trip_ID,Speed (km/h),RPM,Gear,Throttle Position (%),Engine Load (%),Fuel Level (%),Fuel Consumption (L/100km),Intake Air Temp (°C),Coolant Temp (°C),Fuel Pressure (kPa),Barometric Pressure (kPa),Ambient Air Temp (°C),Oxygen Sensor Voltage (V),Vehicle Distance (km),Engine Fault Codes
10/1/2024 8:20,1,35.77575592,1490.656497,3,30.45088223,41.81966791,99.83927423,4,42.59134998,98.75492359,352.5712385,101.49393,14.81425164,0.698875181,6.707954235,0
10/1/2024 8:21,1,37.15174653,1547.989439,3,29.86805185,42.27097657,99.8328452,4,39.04473978,99.74140633,390.6505816,99.40226214,25.84656667,0.823453981,7.223950715,0
10/1/2024 8:22,1,38.52773715,1605.322381,3,29.61435599,34.24282984,99.82641617,4,42.89069859,99.32666211,363.735546,99.08970537,27.21783938,0.998784562,7.759058175,0
10/1/2024 8:23,1,39.90372776,1662.655323,3,33.23350683,40.34311765,99.81998714,4,39.97545894,98.92597246,355.9632883,102.3125973,29.04435473,0.753281954,8.313276617,0
10/1/2024 8:24,1,41.27971837,1719.988265,3,36.02687475,37.56250322,99.81355811,4,41.18757566,100.4046153,349.2002236,98.82009572,31.02413846,0.851436061,8.886606038,0
10/1/2024 8:25,1,42.65570898,1332.990906,4,28.15228816,33.23045933,99.80712908,4,40.53441427,100.5277985,357.4867961,97.77686275,22.38553547,0.682386319,9.479046441,0
10/1/2024 8:25,1,44.0316996,1375.990612,4,26.70768172,34.63239919,99.80070005,4,39.64532912,101.1119737,300.3548855,99.36303476,21.34696343,0.812336476,10.09059782,0
10/1/2024 8:26,1,45.40769021,1418.990319,4,28.5878731,41.82884622,99.79427102,4,39.27802273,99.34108032,347.7199071,101.0322818,22.3509737,0.632142551,10.72126019,0
10/1/2024 8:27,1,46.78368082,1461.990026,4,29.88607007,33.23460785,99.78784199,4,39.9529864,100.6550961,305.1985497,101.386281,31.41516184,0.784459276,11.37103353,0
10/1/2024 8:28,1,48.15967143,1504.989732,4,32.5244752,44.24159712,99.78141296,4,39.43563321,99.02027327,335.320615,103.0586358,26.61541898,0.987332607,12.03991786,0
10/1/2024 8:29,1,49.53566205,1547.989439,4,30.47709958,44.02824151,99.77498393,4,41.3346033,101.6754128,371.5824151,102.3042656,28.5084066,0.815637216,12.72791316,0
10/1/2024 8:30,1,50.91165266,1590.989146,4,29.21220788,48.25054677,99.7685549,4,40.79514832,100.5162445,392.2801119,100.5728256,20.35199369,0.84754343,13.43501945,0
10/1/2024 8:30,1,52.28764327,1633.988852,4,35.00238998,54.85195317,99.76212587,4,43.16993374,102.8310828,359.259105,99.36847925,22.58714726,0.845795091,14.16123672,0
10/1/2024 8:31,1,53.66363388,1676.988559,4,32.65168364,50.78048381,99.75569684,4,41.06484338,105.1364598,369.7773722,102.0275724,31.81109783,0.769821313,14.90656497,0
10/1/2024 8:32,1,52.28764327,1633.988852,4,31.41458988,41.3985875,99.7492678,4,41.45429993,102.7329477,320.8850977,98.21673785,23.24286307,0.6629171,15.63278224,0
10/1/2024 8:33,1,53.66363388,1676.988559,4,32.64307719,40.7233655,99.74283877,4,42.37448337,100.8672261,335.4457948,101.3010939,15.34212006,0.875309968,16.37811048,0
10/1/2024 8:34,1,55.0396245,1719.988265,4,35.14160599,37.18897341,99.73640974,4,39.97699762,102.7206731,382.0241965,96.61639748,24.15769705,0.859589167,17.14254971,0
10/1/2024 8:35,1,56.41561511,1762.987972,4,35.74571436,42.61180236,99.72998071,4,41.34968345,103.458598,383.9848637,99.45470729,25.03543917,0.751866382,17.92609992,0
10/1/2024 8:35,1,57.79160572,1805.987679,4,34.9268326,43.81789267,99.72355168,4,42.43757414,103.6096854,373.0767718,102.6843447,27.16851044,0.808472289,18.72876111,0
10/1/2024 8:36,1,59.16759633,1848.987385,4,32.45267531,41.70436508,99.71712265,4,41.74084513,105.0620166,359.7772774,98.58902228,32.68295051,0.648988726,19.55053328,0
10/1/2024 8:37,1,60.54358695,1891.987092,4,37.08164192,48.11627353,99.71069362,4,43.18895425,102.6480822,298.5028799,96.31805263,29.99163532,0.785704415,20.39141644,0
10/1/2024 8:38,1,61.91957756,1547.989439,5,29.58275739,32.57095797,99.70426459,4,38.4955842,100.2992485,368.9772867,99.23882982,20.13912859,0.874249461,21.25141057,0
10/1/2024 8:39,1,63.29556817,1582.389204,5,29.43935459,38.65257277,99.69783556,4,40.95476751,101.7738928,378.7244255,100.4938777,26.01934339,0.795899265,22.13051568,0
10/1/2024 8:40,1,64.67155878,1616.78897,5,29.26986535,39.44661459,99.69140653,4,41.1632479,101.4071702,318.3302495,100.5180977,27.39499317,0.810507076,23.02873178,0
10/1/2024 8:40,1,66.04754939,1651.188735,5,33.87354101,45.51520013,99.6849775,4,40.66973245,100.0645889,362.770269,100.1746459,29.12632677,0.99537104,23.94605885,0
10/1/2024 8:41,1,67.42354001,1685.5885,5,35.79990437,52.55185105,99.67854847,4,42.29238743,100.1247153,367.9407981,100.4320062,20.90225025,0.783717318,24.88249691,0
10/1/2024 8:42,1,68.79953062,1719.988265,5,36.45936244,46.29529664,99.67211944,4,40.34813458,101.1000066,371.4484747,98.75644298,20.439267,0.786348637,25.83804594,0
10/1/2024 8:43,1,70.17552123,1754.388031,5,34.78235876,35.03642362,99.66569041,4,43.63138208,104.5836908,342.8238944,100.1310065,20.05557406,0.870477204,26.81270596,P0420
10/1/2024 8:44,1,68.79953062,1719.988265,5,38.45790151,49.31996153,99.65926138,4,42.2366033,100.3463967,323.2903965,96.39040797,28.48124203,0.748927261,27.768255,0
10/1/2024 8:45,1,67.42354001,1685.5885,5,32.07094617,45.92000708,99.65283235,4,42.07846217,100.7750568,310.933689,100.0762287,30.58755157,0.899481549,28.70469305,0
10/1/2024 8:45,1,68.79953062,1719.988265,5,32.80289838,45.32593515,99.64640331,4,41.80952659,103.5390004,306.048294,97.61801147,23.37346541,0.813461955,29.66024209,0
10/1/2024 8:46,1,70.17552123,1754.388031,5,34.47172762,43.36543861,99.63997428,4,42.62143211,101.8408366,363.2445483,98.1375001,28.51944555,0.878747966,30.63490211,0
10/1/2024 8:47,1,71.55151184,1788.787796,5,32.79426561,48.12217924,99.63354525,4,41.8208534,104.6947154,324.3288159,96.9676853,24.9097747,0.696290311,31.6286731,0
10/1/2024 8:48,1,72.92750246,1823.187561,5,35.74218292,42.38343124,99.62711622,4,41.74819964,102.9354426,376.6831424,98.21742365,32.55922728,0.657435393,32.64155508,0
10/1/2024 8:49,1,74.30349307,1857.587327,5,36.55644985,44.93619278,99.62068719,4,42.39306352,103.9999589,357.993364,100.3274011,27.99732923,0.872540686,33.67354804,0
10/1/2024 8:50,1,75.67948368,1891.987092,5,38.08571561,48.26896504,99.61425816,4,41.89350105,104.317659,356.4065259,99.10203048,27.53130043,0.976943416,34.72465198,0
10/1/2024 8:50,1,77.05547429,1926.386857,5,36.96308197,46.56330781,99.60782913,4,42.04413665,103.0920443,344.7230542,97.34429855,29.00224223,0.722655115,35.7948669,0
10/1/2024 8:51,1,78.43146491,1960.786623,5,34.27120467,49.59661656,99.6014001,4,44.96941331,105.6939227,305.3970329,98.63307342,27.63130253,0.872148697,36.8841928,0
10/1/2024 8:52,1,79.80745552,1995.186388,5,38.0669073,47.03321275,99.59497107,4,42.23479935,104.3036621,357.7498657,101.1889603,27.5649883,0.851482481,37.99262969,0
10/1/2024 8:53,1,81.18344613,2029.586153,5,39.218573,49.20906681,99.58854204,4,42.01151228,105.9104739,362.5420497,103.5559034,20.08830688,0.965695455,39.12017755,0
10/1/2024 8:54,1,82.55943674,2063.985919,5,37.75936319,46.58351428,99.58211301,4,44.19189995,102.8974466,342.744229,100.1781664,26.6650499,0.73570814,40.26683639,P0420
10/1/2024 8:55,1,83.93542736,2098.385684,5,36.70077779,42.45026255,99.57568398,4,44.52899385,106.6782319,372.608108,95.99589134,17.82645055,0.807747394,41.43260622,0
10/1/2024 8:55,1,85.31141797,2132.785449,5,42.08889927,41.02586792,99.56925495,4,45.15389072,108.2516977,377.5087584,100.8605055,33.67685093,0.793597863,42.61748702,0
10/1/2024 8:56,1,86.68740858,2167.185215,5,43.33392565,54.54936736,99.56282592,4,43.93700015,105.9468461,346.649728,99.82945568,22.16823157,0.733203982,43.82147881,0
10/1/2024 8:57,1,88.06339919,2201.58498,5,41.82568131,54.64262857,99.55639689,4,45.99791212,108.7415141,366.6059069,98.68978127,23.88301643,0.765969129,45.04458157,0
10/1/2024 8:58,1,89.43938981,2235.984745,5,43.79429689,53.95969941,99.54996785,4,44.58294951,101.8381886,285.0285438,99.69722463,28.1669835,0.879544669,46.28679532,0
10/1/2024 8:59,1,90.81538042,2270.38451,5,43.08578783,44.79544377,99.54353882,4,44.5668216,108.9676719,356.0895261,99.95585776,23.86829608,0.718417308,47.54812005,0
10/1/2024 9:00,1,92.19137103,1920.653563,6,40.41782045,53.42042573,99.53710979,4,40.65398918,101.6802527,409.5087623,102.9685416,27.76400869,0.865310439,48.82855576,0
10/1/2024 9:00,1,93.56736164,1949.320034,6,36.68778968,48.73870091,99.53068076,4,42.73942932,102.3685085,397.063984,101.2983507,32.8080824,0.990862018,50.12810245,0
10/1/2024 9:01,1,92.19137103,1920.653563,6,37.70526209,48.49444074,99.52425173,4,43.29432993,103.1043174,344.766469,97.27404531,29.19801975,0.825340568,51.40853816,0
10/1/2024 9:02,1,93.56736164,1949.320034,6,35.40753919,40.81886353,99.5178227,4,42.67852799,103.7499734,351.6705321,104.0371496,24.60258357,0.771052232,52.70808485,0
10/1/2024 9:03,1,94.94335225,1977.986505,6,37.96868073,47.94344688,99.51139367,4,43.58444775,103.4078394,307.2082302,100.2849374,30.85925282,0.699802723,54.02674252,0
10/1/2024 9:04,1,96.31934287,2006.652976,6,39.5661038,47.37119592,99.50496464,4,43.58097915,105.5684973,344.8265896,101.2962614,15.63647259,0.780330273,55.36451117,0
10/1/2024 9:05,1,97.69533348,2035.319447,6,37.66744005,39.64594807,99.49853561,4,42.3394598,106.3708006,391.8766273,100.6391799,27.53551311,0.756598105,56.7213908,P0171
10/1/2024 9:05,1,96.31934287,2006.652976,6,41.58725445,53.53016191,99.49210658,4,42.15656934,103.3586006,331.0542235,100.9049957,17.1321907,0.834647781,58.05915945,0
10/1/2024 9:06,1,97.69533348,2035.319447,6,38.36985194,53.42083497,99.48567755,4,43.33480826,104.2713237,253.9062527,100.7597898,22.05831099,0.642432891,59.41603908,0
10/1/2024 9:07,1,99.07132409,2063.985919,6,40.16838377,50.18720475,99.47924852,4,42.42484028,103.5367062,335.1689843,95.03748176,24.99934234,0.843291732,60.79202969,0
10/1/2024 9:08,1,97.69533348,2035.319447,6,40.85363012,55.4926228,99.47281949,4,41.79847321,105.1733175,344.3486589,98.67153232,23.61587104,0.974525968,62.14890933,0
10/1/2024 9:09,1,99.07132409,2063.985919,6,39.29699593,51.66510703,99.46639046,4,43.07697678,107.2324822,394.5536931,100.4268961,28.6473271,0.665487681,63.52489994,0
10/1/2024 9:10,1,100.4473147,2092.65239,6,39.23152961,52.39185219,99.45996143,4,43.63958207,106.7500872,354.2477294,98.01539174,27.80733653,0.965651784,64.92000153,0
10/1/2024 9:10,1,101.8233053,2121.318861,6,45.04400902,67.79143977,99.4535324,4,42.51745199,101.9360132,320.5823753,100.6920072,27.63963601,0.806794482,66.33421411,0
10/1/2024 9:11,1,103.1992959,2149.985332,6,43.80901422,50.52065583,99.44710336,4,45.95795515,108.4758433,340.4772198,103.0636451,18.57814407,0.675748672,67.76753766,0
10/1/2024 9:12,1,104.5752865,2178.651803,6,41.80416314,47.26997461,99.44067433,4,43.0133294,104.0049966,386.7422967,101.007695,14.83599642,1.01684358,69.2199722,0
10/1/2024 9:13,1,105.9512772,2207.318274,6,42.92100728,44.2578078,99.4342453,4,43.53880158,108.7582741,338.2052084,100.0507606,27.13136215,0.957208414,70.69151771,0
10/1/2024 9:14,1,107.3272678,2235.984745,6,46.68440325,58.38728645,99.42781627,4,44.47344984,107.6065809,333.8487581,101.7092357,19.91428873,0.816542754,72.18217421,0
10/1/2024 9:15,1,108.7032584,2264.651216,6,42.90430013,46.45121203,99.42138724,4,44.37189425,104.8746382,368.7317202,101.4407956,17.32300263,0.893015167,73.69194169,0
10/1/2024 9:15,1,110.079249,2293.317687,6,43.55269316,51.70075232,99.41495821,4,43.76421725,108.7484364,401.1136281,101.7544435,26.44325506,0.683455718,75.22082014,0
10/1/2024 9:16,1,111.4552396,2321.984158,6,45.35307271,50.57926746,99.40852918,4,43.73127522,105.3446643,339.7449747,98.78095599,30.43791571,0.726159656,76.76880958,0
10/1/2024 9:17,1,112.8312302,2350.650629,6,40.19609586,43.96636595,99.40210015,4,47.87163751,108.0748886,368.0889483,99.83505003,24.84801839,0.607868554,78.33591,0
10/1/2024 9:18,1,114.2072208,2379.317101,6,47.13491343,62.80024405,99.39567112,4,45.46867867,110,346.1800919,98.64339097,25.58268987,1.044095054,79.9221214,0
10/1/2024 9:19,1,115.5832114,2407.983572,6,45.08798409,57.25651734,99.38924209,4,45.22684567,110,352.2335,99.3864805,23.16144516,0.723439147,81.52744378,0
10/1/2024 9:20,1,114.2072208,2379.317101,6,45.84833038,53.63745697,99.38281306,4,44.56720869,108.2732273,383.7028534,97.83460277,29.63347467,0.77484147,83.11365518,0
10/1/2024 9:20,1,115.5832114,2407.983572,6,44.54637501,56.43247011,99.37638403,4,45.71297464,107.541075,357.1224158,100.9574912,20.40643722,0.885081987,84.71897757,0
10/1/2024 9:21,1,116.9592021,2436.650043,6,45.10152124,57.59142179,99.369955,4,44.53430535,110,403.8709732,100.9257476,25.80891414,0.774598817,86.34341093,0
10/1/2024 9:22,1,118.3351927,2465.316514,6,51.00999845,68.87348385,99.36352597,4,43.58137405,107.5120385,360.0734669,100.753316,29.71227964,0.670401488,87.98695527,0
10/1/2024 9:23,1,119.7111833,2493.982985,6,48.84709056,60.06100002,99.35709694,4,46.07667191,107.8980703,347.0182775,100.2028354,34.78965097,0.926144039,89.64961059,0
10/1/2024 9:24,1,121.0871739,2522.649456,6,45.09885452,50.20608255,99.3506679,4,45.76518066,108.0543954,372.7171814,99.65476114,27.4608716,0.684923147,91.3313769,0
10/1/2024 9:25,1,122.4631645,2551.315927,6,48.87472922,49.81483356,99.34423887,4,45.57502236,109.9600111,361.6290999,100.6805605,24.2927094,0.822858671,93.03225418,0
10/1/2024 9:25,1,123.8391551,2579.982398,6,48.60379169,63.74635927,99.33780984,4,46.72490946,110,353.6923885,101.6187388,20.5457337,0.856173126,94.75224245,0
10/1/2024 9:26,1,125.2151457,2608.648869,6,47.27963715,54.88800393,99.33138081,4,45.84952459,110,348.3410594,97.38465089,24.76016111,0.876944932,96.49134169,0
10/1/2024 9:27,1,126.5911363,2637.31534,6,48.03673103,55.97660267,99.32495178,4,46.51081909,110,371.0842732,96.7023718,27.53439199,0.781636747,98.24955192,0
10/1/2024 9:28,1,127.967127,2665.981811,6,48.14550972,72.25240685,99.31852275,4,45.4706265,109.1788553,347.0650042,102.25249,30.96679699,0.807321327,100.0268731,0
10/1/2024 9:29,1,129.3431176,2694.648283,6,46.47594729,56.66992771,99.31209372,4,46.77304782,110,360.2176612,99.94074764,30.96905406,0.886651863,101.8233053,0
10/1/2024 9:30,1,130.7191082,2723.314754,6,52.71015366,65.94600393,99.30566469,4,46.56633082,110,409.283851,102.793715,28.88261121,0.737792543,103.6388485,0
10/1/2024 9:30,1,132.0950988,2751.981225,6,53.5396626,57.65879139,99.29923566,4,46.34424922,110,352.6375897,100.2086287,20.11718284,0.838527819,105.4735026,0
10/1/2024 9:31,1,133.4710894,2780.647696,6,50.5809479,58.4784341,99.29280663,4,46.20402345,110,301.0251509,99.81007866,24.98669198,0.678932252,107.3272678,0
10/1/2024 9:32,1,134.84708,2809.314167,6,53.15188565,71.24782797,99.2863776,4,47.70024109,110,363.9110276,100.7780173,27.82891536,0.881037179,109.2001439,0
10/1/2024 9:33,1,136.2230706,2837.980638,6,55.66628908,64.51533732,99.27994857,4.154033908,48.55996731,110,409.8783211,97.27719323,35.55207292,0.864641704,111.092131,0
10/1/2024 9:34,1,137.5990612,2866.647109,6,50.75373556,62.51688432,99.27351954,4,46.74944712,110,284.9802517,99.98559494,28.22439847,0.753815262,113.003229,0
10/1/2024 9:35,1,138.9750519,2895.31358,6,53.80193896,67.1396287,99.26709051,4,49.45015317,110,376.48112,99.32124505,24.59113035,0.830866927,114.9334381,0
10/1/2024 9:35,1,137.5990612,2866.647109,6,51.79475727,65.33771558,99.26066148,4,47.18376855,110,334.6364519,101.392751,33.58570432,0.720444651,116.8445362,0
10/1/2024 9:36,1,138.9750519,2895.31358,6,55.90638852,62.36881107,99.25423245,4,47.83280924,110,335.9772053,97.98847757,27.42523019,0.86789824,118.7747452,0
10/1/2024 9:37,1,137.5990612,2866.647109,6,53.891976,57.2351919,99.24780341,4,46.920827,110,358.1440008,101.8559052,27.95305469,0.705071291,120.6858433,0
10/1/2024 9:38,1,138.9750519,2895.31358,6,54.40076815,72.95658876,99.24137438,4,50,110,352.3619923,99.83911635,25.04222693,0.652039987,122.6160523,0
10/1/2024 9:39,1,140.3510425,2923.980051,6,56.20347147,64.5161819,99.23494535,4.199053934,45.66444554,110,359.1365773,100.2920287,16.72399829,0.78220588,124.5653724,P0300
10/1/2024 9:40,1,138.9750519,2895.31358,6,52.82568301,74.78401934,99.22851632,4,47.2861921,110,324.1825224,99.34694478,28.70259616,0.903022369,126.4955814,0
10/1/2024 9:40,1,140.3510425,2923.980051,6,53.05846782,58.56953705,99.22208729,4,47.63080635,110,329.747181,105,26.43014727,0.887058555,128.4449015,0
10/1/2024 9:41,1,141.7270331,2952.646522,6,58.22647564,65.34454127,99.21565826,4.377356748,47.26852503,110,329.5876922,98.36933789,27.83830921,0.928096246,130.4133325,0
10/1/2024 9:42,1,143.1030237,2981.312994,6,57.07915435,64.7029473,99.20922923,4.08062581,48.58660694,110,355.1516082,97.93916232,20.78947135,0.65425285,132.4008745,0
10/1/2024 9:43,1,144.4790143,3009.979465,6,56.46313157,67.23743042,99.2028002,4.104357578,48.073402,110,369.3329831,98.41289086,21.9974253,0.915995013,134.4075275,0
10/1/2024 9:44,1,145.8550049,3038.645936,6,56.31683692,66.17435789,99.19637117,4.070462957,47.34494731,110,332.7454767,99.79389091,24.31256588,0.833276368,136.4332914,0
10/1/2024 9:45,1,147.2309955,3067.312407,6,53.90771101,52.05841446,99.18994214,4.309235029,47.19131187,110,345.2137693,105,23.73491388,0.914167584,138.4781664,0
10/1/2024 9:45,1,148.6069861,3095.978878,6,52.72682382,64.17908622,99.18351311,4.172949557,50,110,321.7081089,99.33493603,27.87625822,0.89204256,140.5421523,0
10/1/2024 9:46,1,149.9829768,3124.645349,6,59.85868371,75.96884775,99.17708408,4.446751372,47.68560436,110,373.4259358,99.39379393,25.3653228,0.68025088,142.6252492,0
10/1/2024 9:47,1,150,3125,6,56.09687609,64.38579692,99.17065505,4.324201655,50,110,381.5147913,97.20354097,25.4903996,0.749898569,144.7085825,0
10/1/2024 9:48,1,150,3125,6,58.59849665,67.21805991,99.16422602,4.299339385,49.49755841,110,379.4702898,102.2038724,27.75848236,0.86889694,146.7919158,0
10/1/2024 9:49,1,150,3125,6,59.21257583,68.91596421,99.15779699,4.013913598,48.95368938,110,368.6759375,100.9065965,22.50154555,0.751858002,148.8752492,0
10/1/2024 9:50,1,150,3125,6,57.9997746,62.8356799,99.15136795,4.420119245,48.48494147,110,366.4785098,102.5992227,16.57935148,0.715037156,150.9585825,0
10/1/2024 9:50,1,150,3125,6,57.35973883,72.24090714,99.14493892,4.157434178,48.76689522,110,335.1008035,98.98672386,25.47379081,0.734617085,153.0419158,0
10/1/2024 9:51,1,150,3125,6,59.26532603,76.35330701,99.13850989,4.091504505,48.46248506,110,444.7441816,100.5729724,20.96362103,0.758700993,155.1252492,0
10/1/2024 9:52,1,150,3125,6,60.36487585,74.99424653,99.13208086,4.165803355,49.49166533,110,342.6819204,96.92235764,30.3294561,0.83834163,157.2085825,0
10/1/2024 9:53,1,150,3125,6,57.42318651,75.84576091,99.12565183,4,49.05678586,110,389.4954726,98.93794431,25.50089094,0.689481243,159.2919158,0
10/1/2024 9:54,1,150,3125,6,59.78248564,69.86840712,99.1192228,4.183218539,48.5967598,110,374.9104893,101.0160826,28.68337505,0.759781416,161.3752492,0
10/1/2024 9:55,1,150,3125,6,58.92525144,70.33023509,99.11279377,4.098021466,48.05031024,110,339.7739009,100.1975999,18.0335712,0.964553395,163.4585825,0
10/1/2024 9:55,1,150,3125,6,58.54173028,69.48235381,99.10636474,4,50,110,353.4907367,97.91207075,25.33912986,0.757465993,165.5419158,0
10/1/2024 9:56,1,150,3125,6,56.4905121,67.83155513,99.09993571,4.3522123,49.2922862,110,310.0588835,99.08131269,30.93094399,0.867199741,167.6252492,0
10/1/2024 9:57,1,150,3125,6,59.2009973,78.35853904,99.09350668,4,48.53456567,110,376.2259659,98.23572601,26.46736128,0.699460736,169.7085825,0
10/1/2024 9:58,1,150,3125,6,52.30183881,58.07666513,99.08707765,4.192398318,48.03961858,110,320.9882945,100.7649231,21.7518323,0.753203994,171.7919158,0
10/1/2024 9:59,1,148.6240094,3096.333529,6,58.19812273,68.24447472,99.08064862,4.229729573,47.10694804,110,359.3121093,98.20374334,27.15005455,0.839945947,173.8561382,0
10/1/2024 10:00,1,150,3125,6,55.91249338,66.83326352,99.07421959,4.050149908,48.65882113,110,351.7318653,98.04252566,23.47534315,0.887658677,175.9394715,0
10/1/2024 10:00,1,150,3125,6,54.32453859,58.30173442,99.06779056,4.381047847,50,110,306.2132717,102.3811461,24.06613541,0.703941074,178.0228049,0
10/1/2024 10:01,1,148.6240094,3096.333529,6,55.28167964,55.78584843,99.06136153,4.384718006,46.33160974,110,294.3537232,98.9186278,24.24286156,0.826730203,180.0870272,0
10/1/2024 10:02,1,147.2480188,3067.667058,6,57.35505281,70.07953383,99.0549325,4.351071613,48.64256033,110,347.1403864,101.82792,30.67514139,0.88996357,182.1321386,0
10/1/2024 10:03,1,148.6240094,3096.333529,6,58.21113768,73.12910024,99.04850346,4.004191248,49.3461526,110,332.0130631,99.14740564,26.48952777,0.755339818,184.1963609,0
10/1/2024 10:04,1,150,3125,6,55.90254831,60.69583151,99.04207443,4.089769001,47.46726864,110,314.7582839,99.70021602,21.15340338,0.880402761,186.2796943,0
10/1/2024 10:05,1,150,3125,6,56.60348679,66.69765486,99.0356454,4.062659759,48.65095958,110,324.94766,100.9115328,23.07411288,0.821850429,188.3630276,0
10/1/2024 10:05,1,150,3125,6,53.02995824,65.87479473,99.02921637,4.573978897,49.13977,110,325.6544764,101.6935133,27.23652125,0.814017171,190.4463609,0
10/1/2024 10:06,1,148.6240094,3096.333529,6,53.47297007,54.71706853,99.02278734,4.239698801,46.70552432,110,348.8483429,102.0840625,31.53941096,0.905110982,192.5105833,0
